Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2021-06-09T15:00:00Z,"EURUSD",2021-06-11T14:00:00Z,Sell,1.21852,1.21174,22000,149.16,0,-84.59,171.49,67.76,1,"	233,236" 
2021-06-09T15:00:00Z,"EURUSD",2021-06-14T15:00:00Z,Sell,1.21852,1.21262,1000,5.9,0,-3.84,8.87,3.08,1,"	233,238" 
2021-06-11T12:00:00Z,"EURUSD",2021-06-14T15:00:00Z,Sell,1.21317,1.21262,46000,25.3,0,-422.97,161.92,136.62,1,"	234,238" 
2021-06-11T12:00:00Z,"EURUSD",2021-06-16T17:00:00Z,Sell,1.21317,1.21182,47000,63.45,0,-432.16,165.44,221.6,1,"	234,242" 
2021-06-16T16:00:00Z,"EURUSD",2021-06-16T17:00:00Z,Sell,1.21173,1.21182,93000,-8.37,0,-989.06,193.44,8.37,0,"	239,242" 
2021-06-29T03:00:00Z,"EURUSD",2021-06-29T11:00:00Z,Sell,1.19132,1.1899,46000,65.32,0,-37.95,65.32,50.6,1,"	243,245" 
2021-06-29T03:00:00Z,"EURUSD",2021-06-30T03:00:00Z,Sell,1.19132,1.19039,47000,43.71,0,-38.78,143.58,110.92,1,"	243,247" 
2021-06-30T09:00:00Z,"EURUSD",2021-06-30T10:00:00Z,Sell,1.18855,1.18962,93000,-99.51,0,-99.51,0,99.51,0,"	248,249" 
2021-06-30T12:00:00Z,"EURUSD",2021-06-30T13:00:00Z,Sell,1.1893,1.18786,46000,66.24,0,0,66.24,0,1,"	251,253" 
2021-06-30T12:00:00Z,"EURUSD",2021-06-30T14:00:00Z,Sell,1.1893,1.18712,46000,100.28,0,0,100.28,0,1,"	251,250" 
2021-06-30T12:00:00Z,"EURUSD",2021-07-01T12:00:00Z,Sell,1.1893,1.18791,1000,1.39,0,0,4.94,3.55,1,"	251,272" 
2021-07-01T12:00:00Z,"EURUSD",2021-07-01T23:00:00Z,Buy,1.18791,1.18457,46000,-153.64,0,-172.96,0,172.96,0,"	272,273" 
2021-07-01T23:00:00Z,"EURUSD",2021-07-02T08:00:00Z,Sell,1.18457,1.18316,46000,64.86,0,-0.23,97.29,32.43,1,"	273,275" 
2021-07-01T23:00:00Z,"EURUSD",2021-07-02T13:00:00Z,Sell,1.18457,1.18482,1000,-0.25,0,-0.25,2.39,2.64,0,"	273,276" 
2021-07-02T13:00:00Z,"EURUSD",2021-07-06T07:00:00Z,Buy,1.18482,1.18887,46000,186.3,0,-25.53,193.66,75.67,1,"	276,279" 
2021-07-06T04:00:00Z,"EURUSD",2021-07-06T08:00:00Z,Buy,1.18744,1.18714,47000,-14.1,0,-149.22,74.73,88.83,0,"	277,280" 
2021-07-06T04:00:00Z,"EURUSD",2021-07-07T22:00:00Z,Buy,1.18744,1.17923,46000,-377.66,0,-378.12,73.14,451.26,0,"	277,281" 
2021-07-07T22:00:00Z,"EURUSD",2021-07-08T06:00:00Z,Sell,1.17923,1.18065,47000,-66.74,0,-66.74,33.14,99.88,0,"	281,282" 
2021-07-08T06:00:00Z,"EURUSD",2021-07-20T06:00:00Z,Buy,1.18065,1.17837,46000,-104.88,0,-161.46,337.18,498.64,0,"	282,284" 
2021-07-13T20:00:00Z,"EURUSD",2021-08-19T04:00:00Z,Buy,1.17789,1.16748,46000,-478.86,0,-478.86,587.88,1066.74,0,"	283,287" 
2021-07-20T09:00:00Z,"EURUSD",2021-09-01T20:00:00Z,Buy,1.17943,1.18377,46000,199.64,0,-579.6,517.04,1096.64,1,"	285,291" 
2021-07-20T13:00:00Z,"EURUSD",2021-09-01T20:00:00Z,Buy,1.17693,1.18377,1000,6.84,0,-10.1,13.74,23.84,1,"	286,291" 
2021-07-20T13:00:00Z,"EURUSD",2021-09-02T15:00:00Z,Buy,1.17693,1.18648,22000,210.1,0,-222.2,302.28,524.48,1,"	286,292" 
2021-08-19T09:00:00Z,"EURUSD",2021-09-02T15:00:00Z,Buy,1.16876,1.18648,2000,35.44,0,-3.86,43.82,8.11,1,"	288,292" 
2021-08-19T09:00:00Z,"EURUSD",2021-09-05T23:00:00Z,Buy,1.16876,1.18792,44000,843.04,0,-84.92,964.04,178.42,1,"	288,296" 
2021-09-01T16:00:00Z,"EURUSD",2021-09-05T23:00:00Z,Buy,1.18504,1.18792,47000,135.36,0,-855.87,264.61,77.78,1,"	290,296" 
2021-09-05T22:00:00Z,"EURUSD",2021-09-05T23:00:00Z,Buy,1.18824,1.18792,47000,-15.04,0,-1006.27,114.21,15.04,0,"	293,296" 
2021-09-19T22:00:00Z,"EURUSD",2021-09-20T03:00:00Z,Sell,1.17234,1.17134,47000,47,0,-28.9,51.94,28.9,1,"	297,299" 
2021-09-19T22:00:00Z,"EURUSD",2021-09-20T15:00:00Z,Sell,1.17234,1.17284,47000,-23.5,0,-28.9,84.13,107.63,0,"	297,300" 
2021-09-24T12:00:00Z,"EURUSD",2021-09-24T16:00:00Z,Sell,1.17131,1.17143,94000,-11.28,0,-11.28,61.57,72.85,0,"	301,304" 
2021-10-28T22:00:00Z,"EURUSD",2021-10-29T02:00:00Z,Buy,1.16839,1.16768,94000,-66.74,0,-66.74,5.17,71.91,0,"	305,308" 
2021-11-04T00:00:00Z,"EURUSD",2021-11-04T02:00:00Z,Buy,1.16162,1.1603,94000,-124.08,0,-124.08,0,124.08,0,"	309,310" 
2021-11-05T11:00:00Z,"EURUSD",2021-11-05T13:00:00Z,Sell,1.15358,1.15215,46000,65.78,0,0,97.52,31.74,1,"	312,314" 
2021-11-05T11:00:00Z,"EURUSD",2021-11-05T14:00:00Z,Sell,1.15358,1.15365,47000,-3.29,0,-3.29,99.64,102.93,0,"	312,315" 
2021-11-15T01:00:00Z,"EURUSD",2021-11-15T02:00:00Z,Sell,1.14452,1.14606,47000,-72.38,0,-72.38,0,72.38,0,"	316,317" 
2021-11-15T15:00:00Z,"EURUSD",2021-11-15T16:00:00Z,Sell,1.1437,1.14308,24000,14.88,0,0,40.2,25.32,1,"	319,318" 
2021-11-15T15:00:00Z,"EURUSD",2021-11-15T16:00:00Z,Sell,1.1437,1.14227,23000,32.89,0,0,38.52,24.26,1,"	319,321" 
2021-11-15T16:00:00Z,"EURUSD",2021-11-16T21:00:00Z,Buy,1.14227,1.13122,1000,-11.05,0,-11.05,0,11.05,0,"	321,348" 
2021-11-19T10:00:00Z,"EURUSD",2021-11-19T13:00:00Z,Sell,1.12985,1.12843,24000,34.08,0,-5.4,98.52,64.44,1,"	349,351" 
2021-11-19T10:00:00Z,"EURUSD",2021-11-19T14:00:00Z,Sell,1.12985,1.12886,23000,22.77,0,-5.18,94.42,71.64,1,"	349,353" 
2021-11-24T03:00:00Z,"EURUSD",2021-11-24T05:00:00Z,Sell,1.1237,1.12435,93000,-60.45,0,-60.45,13.95,74.4,0,"	354,357" 
